PROLIFIC_PID,test_order,human_response
675cf75e3c237ff931f4a43e,867,230.0
675cf75e3c237ff931f4a43e,1629,160.0
675cf75e3c237ff931f4a43e,2554,105.0
675cf75e3c237ff931f4a43e,138,180.0
675cf75e3c237ff931f4a43e,2699,150.0
67ce1065642e75fb03792cd2,1099,255.0
67ce1065642e75fb03792cd2,2697,100.0
67ce1065642e75fb03792cd2,2849,175.0
67ce1065642e75fb03792cd2,599,200.0
67ce1065642e75fb03792cd2,1536,170.0
67ce1065642e75fb03792cd2,2044,155.0
67ce1065642e75fb03792cd2,500,150.0
67ce1065642e75fb03792cd2,1298,130.0
67ce1065642e75fb03792cd2,2535,354.0
67ce1065642e75fb03792cd2,2564,205.0
67ce1065642e75fb03792cd2,1938,129.0
67ce1065642e75fb03792cd2,2032,113.0
6111d3aa2e12fb09c474a445,976,72.0
6111d3aa2e12fb09c474a445,2316,198.0
6111d3aa2e12fb09c474a445,1762,275.0
6111d3aa2e12fb09c474a445,1247,49.0
6111d3aa2e12fb09c474a445,1786,307.0
6111d3aa2e12fb09c474a445,2453,193.0
6111d3aa2e12fb09c474a445,624,105.0
6111d3aa2e12fb09c474a445,1585,205.0
6111d3aa2e12fb09c474a445,969,293.0
6111d3aa2e12fb09c474a445,944,24.0
6111d3aa2e12fb09c474a445,2705,263.0
6111d3aa2e12fb09c474a445,1989,102.0
671d48bbee99c1439ae0d0de,1331,415.0
671d48bbee99c1439ae0d0de,138,237.0
671d48bbee99c1439ae0d0de,1040,304.0
671d48bbee99c1439ae0d0de,416,320.0
671d48bbee99c1439ae0d0de,1786,560.0
671d48bbee99c1439ae0d0de,206,410.0
671d48bbee99c1439ae0d0de,2879,329.0
671d48bbee99c1439ae0d0de,1962,502.0
671d48bbee99c1439ae0d0de,535,329.0
671d48bbee99c1439ae0d0de,1288,353.0
671d48bbee99c1439ae0d0de,2246,330.0
671d48bbee99c1439ae0d0de,1883,404.0
6110b901d3037af4edb435c5,708,132.0
6110b901d3037af4edb435c5,603,183.0
6110b901d3037af4edb435c5,2637,135.0
6110b901d3037af4edb435c5,2071,94.0
6110b901d3037af4edb435c5,907,127.0
6110b901d3037af4edb435c5,2639,149.0
6110b901d3037af4edb435c5,550,160.0
6110b901d3037af4edb435c5,1900,108.0
6110b901d3037af4edb435c5,589,118.0
6110b901d3037af4edb435c5,1834,266.0
6110b901d3037af4edb435c5,2872,167.0
6110b901d3037af4edb435c5,910,143.0
66a63df6388e9adeb75e857d,302,99.0
66a63df6388e9adeb75e857d,2257,175.0
66a63df6388e9adeb75e857d,95,190.0
66a63df6388e9adeb75e857d,774,180.0
66a63df6388e9adeb75e857d,331,84.0
66a63df6388e9adeb75e857d,958,220.0
66a63df6388e9adeb75e857d,1069,260.0
66a63df6388e9adeb75e857d,614,130.0
66a63df6388e9adeb75e857d,560,110.0
66a63df6388e9adeb75e857d,2249,170.0
66a63df6388e9adeb75e857d,536,200.0
66a63df6388e9adeb75e857d,2157,159.0
62bb42e2f21cfdb280cc975f,2441,565.0
62bb42e2f21cfdb280cc975f,633,285.0
62bb42e2f21cfdb280cc975f,1145,325.0
62bb42e2f21cfdb280cc975f,1306,190.0
62bb42e2f21cfdb280cc975f,1238,140.0
62bb42e2f21cfdb280cc975f,1571,225.0
62bb42e2f21cfdb280cc975f,1771,260.0
62bb42e2f21cfdb280cc975f,2710,214.0
62bb42e2f21cfdb280cc975f,1564,405.0
62bb42e2f21cfdb280cc975f,701,88.0
62bb42e2f21cfdb280cc975f,1809,385.0
62bb42e2f21cfdb280cc975f,536,379.0
63ea974c81ff0fffe7fb8613,2605,150.0
63ea974c81ff0fffe7fb8613,82,160.0
63ea974c81ff0fffe7fb8613,837,130.0
63ea974c81ff0fffe7fb8613,1298,100.0
63ea974c81ff0fffe7fb8613,319,137.0
63ea974c81ff0fffe7fb8613,2154,227.0
63ea974c81ff0fffe7fb8613,2771,165.0
63ea974c81ff0fffe7fb8613,750,168.0
63ea974c81ff0fffe7fb8613,1996,251.0
63ea974c81ff0fffe7fb8613,1354,180.0
63ea974c81ff0fffe7fb8613,2010,146.0
63ea974c81ff0fffe7fb8613,2136,199.0
677c4ac5878568e38dae405a,617,265.0
677c4ac5878568e38dae405a,1903,231.0
677c4ac5878568e38dae405a,2653,227.0
677c4ac5878568e38dae405a,1923,350.0
677c4ac5878568e38dae405a,1995,312.0
677c4ac5878568e38dae405a,2127,248.0
677c4ac5878568e38dae405a,2434,288.0
677c4ac5878568e38dae405a,2448,315.0
677c4ac5878568e38dae405a,614,320.0
677c4ac5878568e38dae405a,2244,314.0
677c4ac5878568e38dae405a,352,575.0
677c4ac5878568e38dae405a,2724,447.0
63ae111b15843aca0165d6ae,1832,236.0
63ae111b15843aca0165d6ae,95,308.0
63ae111b15843aca0165d6ae,1501,150.0
63ae111b15843aca0165d6ae,1044,193.0
63ae111b15843aca0165d6ae,2044,110.0
63ae111b15843aca0165d6ae,1570,230.0
63ae111b15843aca0165d6ae,1071,215.0
63ae111b15843aca0165d6ae,1760,194.0
63ae111b15843aca0165d6ae,493,172.0
63ae111b15843aca0165d6ae,404,103.0
63ae111b15843aca0165d6ae,1150,90.0
63ae111b15843aca0165d6ae,397,160.0
67002cbf0cab7540f09ada40,249,429.0
67002cbf0cab7540f09ada40,232,458.0
67002cbf0cab7540f09ada40,2194,350.0
67002cbf0cab7540f09ada40,303,465.0
67002cbf0cab7540f09ada40,1700,373.0
67002cbf0cab7540f09ada40,701,413.0
67002cbf0cab7540f09ada40,1127,428.0
67002cbf0cab7540f09ada40,1345,493.0
67002cbf0cab7540f09ada40,1614,351.0
67002cbf0cab7540f09ada40,2330,382.0
67002cbf0cab7540f09ada40,41,387.0
67002cbf0cab7540f09ada40,1130,381.0
67e8e88ed0713752dc570969,1040,151.0
67e8e88ed0713752dc570969,1995,186.0
67e8e88ed0713752dc570969,251,199.0
67e8e88ed0713752dc570969,2388,216.0
67e8e88ed0713752dc570969,1564,202.0
67e8e88ed0713752dc570969,383,153.0
67e8e88ed0713752dc570969,1754,212.0
67e8e88ed0713752dc570969,2667,244.0
67e8e88ed0713752dc570969,1431,137.0
67e8e88ed0713752dc570969,1786,191.0
67e8e88ed0713752dc570969,1993,124.0
67e8e88ed0713752dc570969,1874,107.0
673b4532dad611895a16ae00,1385,145.0
673b4532dad611895a16ae00,1218,155.0
673b4532dad611895a16ae00,944,124.0
673b4532dad611895a16ae00,2071,135.0
673b4532dad611895a16ae00,2170,146.0
673b4532dad611895a16ae00,830,165.0
673b4532dad611895a16ae00,1179,190.0
673b4532dad611895a16ae00,2242,130.0
673b4532dad611895a16ae00,2257,185.0
673b4532dad611895a16ae00,1855,215.0
673b4532dad611895a16ae00,2703,140.0
673b4532dad611895a16ae00,1431,180.0
67dee8e1d1987d1ed13de520,2485,325.0
67dee8e1d1987d1ed13de520,2733,316.0
67dee8e1d1987d1ed13de520,1420,413.0
67dee8e1d1987d1ed13de520,1853,477.0
67dee8e1d1987d1ed13de520,1071,480.0
67dee8e1d1987d1ed13de520,867,475.0
67dee8e1d1987d1ed13de520,679,289.0
67dee8e1d1987d1ed13de520,1136,531.0
67dee8e1d1987d1ed13de520,1003,400.0
67dee8e1d1987d1ed13de520,922,124.0
67dee8e1d1987d1ed13de520,1271,212.0
67dee8e1d1987d1ed13de520,1952,95.0
67d5e0560704251993215988,1697,500.0
67d5e0560704251993215988,2703,90.0
67d5e0560704251993215988,1622,349.0
67d5e0560704251993215988,621,302.0
67d5e0560704251993215988,708,201.0
67d5e0560704251993215988,2229,337.0
67d5e0560704251993215988,1771,505.0
67d5e0560704251993215988,2135,269.0
67d5e0560704251993215988,1222,312.0
67d5e0560704251993215988,2197,289.0
67d5e0560704251993215988,2515,305.0
67d5e0560704251993215988,429,396.0
665bb3facf3b60004a908818,2790,305.0
665bb3facf3b60004a908818,997,216.0
665bb3facf3b60004a908818,837,92.0
665bb3facf3b60004a908818,2298,79.0
665bb3facf3b60004a908818,200,66.0
665bb3facf3b60004a908818,195,67.0
665bb3facf3b60004a908818,2897,207.0
665bb3facf3b60004a908818,2011,135.0
665bb3facf3b60004a908818,1194,78.0
665bb3facf3b60004a908818,611,109.0
665bb3facf3b60004a908818,958,291.0
665bb3facf3b60004a908818,614,56.0
663e26ccdbc470527165388b,1536,262.0
663e26ccdbc470527165388b,1907,203.0
663e26ccdbc470527165388b,1580,349.0
663e26ccdbc470527165388b,589,265.0
663e26ccdbc470527165388b,938,385.0
663e26ccdbc470527165388b,29,351.0
663e26ccdbc470527165388b,1453,241.0
663e26ccdbc470527165388b,2334,409.0
663e26ccdbc470527165388b,655,251.0
663e26ccdbc470527165388b,2027,426.0
663e26ccdbc470527165388b,900,330.0
663e26ccdbc470527165388b,817,557.0
5cb67a7ab73e8a001507fae5,1958,208.0
5cb67a7ab73e8a001507fae5,1883,219.0
5cb67a7ab73e8a001507fae5,2709,242.0
5cb67a7ab73e8a001507fae5,2287,216.0
5cb67a7ab73e8a001507fae5,1309,260.0
5cb67a7ab73e8a001507fae5,522,440.0
5cb67a7ab73e8a001507fae5,1039,320.0
5cb67a7ab73e8a001507fae5,73,340.0
5cb67a7ab73e8a001507fae5,2478,320.0
5cb67a7ab73e8a001507fae5,1358,299.0
5cb67a7ab73e8a001507fae5,877,368.0
5cb67a7ab73e8a001507fae5,926,315.0
5f4ae7cb6b68b56c2acb12c8,2453,325.0
5f4ae7cb6b68b56c2acb12c8,1453,110.0
5f4ae7cb6b68b56c2acb12c8,2152,190.0
5f4ae7cb6b68b56c2acb12c8,2508,180.0
5f4ae7cb6b68b56c2acb12c8,2809,225.0
5f4ae7cb6b68b56c2acb12c8,249,145.0
5f4ae7cb6b68b56c2acb12c8,757,160.0
5f4ae7cb6b68b56c2acb12c8,837,131.0
5f4ae7cb6b68b56c2acb12c8,2069,163.0
5f4ae7cb6b68b56c2acb12c8,465,235.0
5f4ae7cb6b68b56c2acb12c8,2044,176.0
5f4ae7cb6b68b56c2acb12c8,775,121.0
6735170efd3f52b12d5a9018,2332,755.0
6735170efd3f52b12d5a9018,2429,599.0
6735170efd3f52b12d5a9018,578,160.0
6735170efd3f52b12d5a9018,2498,139.0
6735170efd3f52b12d5a9018,242,698.0
6735170efd3f52b12d5a9018,1045,138.0
6735170efd3f52b12d5a9018,907,91.0
6735170efd3f52b12d5a9018,1951,14.0
6735170efd3f52b12d5a9018,536,278.0
6735170efd3f52b12d5a9018,1145,212.0
6735170efd3f52b12d5a9018,2111,358.0
6735170efd3f52b12d5a9018,570,584.0
67d199dccef93b5f121fced2,791,160.0
67d199dccef93b5f121fced2,347,220.0
67d199dccef93b5f121fced2,651,200.0
67d199dccef93b5f121fced2,1145,190.0
67d199dccef93b5f121fced2,1760,180.0
67d199dccef93b5f121fced2,2362,130.0
67d199dccef93b5f121fced2,2788,140.0
67d199dccef93b5f121fced2,1308,160.0
67d199dccef93b5f121fced2,258,200.0
67d199dccef93b5f121fced2,1416,180.0
67d199dccef93b5f121fced2,2135,150.0
67d199dccef93b5f121fced2,2605,250.0
67eae58fc3dd9fc188005fb1,937,311.0
67eae58fc3dd9fc188005fb1,1809,385.0
67eae58fc3dd9fc188005fb1,676,238.0
67eae58fc3dd9fc188005fb1,2788,755.0
67eae58fc3dd9fc188005fb1,502,534.0
67eae58fc3dd9fc188005fb1,429,420.0
67eae58fc3dd9fc188005fb1,1045,163.0
67eae58fc3dd9fc188005fb1,1847,384.0
67eae58fc3dd9fc188005fb1,453,533.0
67eae58fc3dd9fc188005fb1,2535,270.0
67eae58fc3dd9fc188005fb1,2719,312.0
67eae58fc3dd9fc188005fb1,1925,340.0
67e475f0619f76ded4a5146b,1883,182.0
67e475f0619f76ded4a5146b,281,163.0
67e475f0619f76ded4a5146b,234,107.0
67e475f0619f76ded4a5146b,2693,126.0
67e475f0619f76ded4a5146b,1037,217.0
67e475f0619f76ded4a5146b,2554,212.0
67e475f0619f76ded4a5146b,1133,265.0
67e475f0619f76ded4a5146b,2212,42.0
67e475f0619f76ded4a5146b,1656,187.0
67e475f0619f76ded4a5146b,1353,307.0
67e475f0619f76ded4a5146b,2434,301.0
67e475f0619f76ded4a5146b,1518,418.0
6151e479b4ee16668948c7f2,974,172.0
6151e479b4ee16668948c7f2,2157,195.0
6151e479b4ee16668948c7f2,1629,204.0
6151e479b4ee16668948c7f2,2445,291.0
6151e479b4ee16668948c7f2,2214,151.0
6151e479b4ee16668948c7f2,1356,165.0
6151e479b4ee16668948c7f2,1288,137.0
6151e479b4ee16668948c7f2,2140,210.0
6151e479b4ee16668948c7f2,2554,137.0
6151e479b4ee16668948c7f2,2464,340.0
6151e479b4ee16668948c7f2,2667,431.0
6151e479b4ee16668948c7f2,2647,141.0
67dff7baa47b22e23bc1a411,1358,722.0
67dff7baa47b22e23bc1a411,416,532.0
67dff7baa47b22e23bc1a411,1560,464.0
67dff7baa47b22e23bc1a411,2706,467.0
67dff7baa47b22e23bc1a411,1923,571.0
67dff7baa47b22e23bc1a411,2136,521.0
67dff7baa47b22e23bc1a411,1133,568.0
67dff7baa47b22e23bc1a411,2235,557.0
67dff7baa47b22e23bc1a411,2154,391.0
67dff7baa47b22e23bc1a411,2808,415.0
67dff7baa47b22e23bc1a411,83,455.0
67dff7baa47b22e23bc1a411,88,471.0
67dbbc7afefae2c6a5e535d2,1364,170.0
67dbbc7afefae2c6a5e535d2,2719,165.0
67dbbc7afefae2c6a5e535d2,1556,250.0
67dbbc7afefae2c6a5e535d2,570,400.0
67dbbc7afefae2c6a5e535d2,305,270.0
67dbbc7afefae2c6a5e535d2,2476,280.0
67dbbc7afefae2c6a5e535d2,2120,195.0
67dbbc7afefae2c6a5e535d2,1514,130.0
67dbbc7afefae2c6a5e535d2,2122,250.0
67dbbc7afefae2c6a5e535d2,2445,510.0
67dbbc7afefae2c6a5e535d2,1148,235.0
67dbbc7afefae2c6a5e535d2,1989,120.0
67e1ae3da43f345c7b8cf3ee,2897,409.0
67e1ae3da43f345c7b8cf3ee,2027,275.0
67e1ae3da43f345c7b8cf3ee,2170,229.0
67e1ae3da43f345c7b8cf3ee,1922,184.0
67e1ae3da43f345c7b8cf3ee,1525,334.0
67e1ae3da43f345c7b8cf3ee,1952,194.0
67e1ae3da43f345c7b8cf3ee,2407,603.0
67e1ae3da43f345c7b8cf3ee,1133,285.0
67e1ae3da43f345c7b8cf3ee,2305,207.0
67e1ae3da43f345c7b8cf3ee,526,288.0
67e1ae3da43f345c7b8cf3ee,1343,121.0
67e1ae3da43f345c7b8cf3ee,798,272.0
6791a8549ed23cc3997dd33a,1571,300.0
6791a8549ed23cc3997dd33a,1978,200.0
6791a8549ed23cc3997dd33a,2464,255.0
6791a8549ed23cc3997dd33a,1206,316.0
6791a8549ed23cc3997dd33a,394,286.0
6791a8549ed23cc3997dd33a,2170,296.0
6791a8549ed23cc3997dd33a,2381,260.0
6791a8549ed23cc3997dd33a,232,157.0
6791a8549ed23cc3997dd33a,2323,172.0
6791a8549ed23cc3997dd33a,2372,280.0
6791a8549ed23cc3997dd33a,2229,271.0
6791a8549ed23cc3997dd33a,1118,160.0
60085c96f16b701cbdced9a4,2308,337.0
60085c96f16b701cbdced9a4,2855,214.0
60085c96f16b701cbdced9a4,1037,160.0
60085c96f16b701cbdced9a4,2305,160.0
60085c96f16b701cbdced9a4,2205,240.0
60085c96f16b701cbdced9a4,2724,240.0
60085c96f16b701cbdced9a4,2809,241.0
60085c96f16b701cbdced9a4,2513,206.0
60085c96f16b701cbdced9a4,528,332.0
60085c96f16b701cbdced9a4,2316,215.0
60085c96f16b701cbdced9a4,1021,187.0
60085c96f16b701cbdced9a4,2154,232.0
67d498509c3613c847852d07,1579,214.0
67d498509c3613c847852d07,1451,303.0
67d498509c3613c847852d07,2440,255.0
67d498509c3613c847852d07,1849,271.0
67d498509c3613c847852d07,1224,187.0
67d498509c3613c847852d07,1090,348.0
67d498509c3613c847852d07,2102,313.0
67d498509c3613c847852d07,2122,405.0
67d498509c3613c847852d07,1945,381.0
67d498509c3613c847852d07,1684,360.0
67d498509c3613c847852d07,2895,539.0
67d498509c3613c847852d07,2183,329.0
6749f8df0690584bddd6a5ec,1146,463.0
6749f8df0690584bddd6a5ec,1857,408.0
6749f8df0690584bddd6a5ec,1947,293.0
6749f8df0690584bddd6a5ec,1292,332.0
6749f8df0690584bddd6a5ec,938,472.0
6749f8df0690584bddd6a5ec,2396,523.0
6749f8df0690584bddd6a5ec,2157,445.0
6749f8df0690584bddd6a5ec,2707,258.0
6749f8df0690584bddd6a5ec,840,360.0
6749f8df0690584bddd6a5ec,2582,179.0
6749f8df0690584bddd6a5ec,1105,403.0
6749f8df0690584bddd6a5ec,2021,121.0
66ef2ea90ee0818419f3002e,645,64.0
66ef2ea90ee0818419f3002e,2879,28.0
66ef2ea90ee0818419f3002e,2723,40.0
66ef2ea90ee0818419f3002e,2235,99.0
66ef2ea90ee0818419f3002e,232,86.0
66ef2ea90ee0818419f3002e,1900,122.0
66ef2ea90ee0818419f3002e,189,101.0
66ef2ea90ee0818419f3002e,2308,153.0
66ef2ea90ee0818419f3002e,1395,30.0
66ef2ea90ee0818419f3002e,1989,41.0
66ef2ea90ee0818419f3002e,305,81.0
66ef2ea90ee0818419f3002e,1556,98.0
67f18f6eec788e9da2056577,2357,139.0
67f18f6eec788e9da2056577,41,460.0
67f18f6eec788e9da2056577,1216,160.0
67f18f6eec788e9da2056577,1748,476.0
67f18f6eec788e9da2056577,762,125.0
67f18f6eec788e9da2056577,708,105.0
67f18f6eec788e9da2056577,178,112.0
67f18f6eec788e9da2056577,1939,135.0
67f18f6eec788e9da2056577,158,137.0
67f18f6eec788e9da2056577,1907,110.0
67f18f6eec788e9da2056577,750,175.0
67f18f6eec788e9da2056577,209,143.0
67d24ddcb1901b78b952b8d8,120,13.0
67d24ddcb1901b78b952b8d8,2197,32.0
67d24ddcb1901b78b952b8d8,83,24.0
67d24ddcb1901b78b952b8d8,2434,24.0
67d24ddcb1901b78b952b8d8,682,13.0
67d24ddcb1901b78b952b8d8,2520,13.0
67d24ddcb1901b78b952b8d8,1874,32.0
67d24ddcb1901b78b952b8d8,2832,40.0
67d24ddcb1901b78b952b8d8,564,18.0
67d24ddcb1901b78b952b8d8,2311,13.0
67d24ddcb1901b78b952b8d8,2866,13.0
67d24ddcb1901b78b952b8d8,55,13.0
667a1f5e23bc5cee5bdb0a89,2205,95.0
667a1f5e23bc5cee5bdb0a89,2543,104.0
667a1f5e23bc5cee5bdb0a89,792,150.0
667a1f5e23bc5cee5bdb0a89,2246,201.0
667a1f5e23bc5cee5bdb0a89,2396,300.0
667a1f5e23bc5cee5bdb0a89,1385,150.0
667a1f5e23bc5cee5bdb0a89,830,180.0
667a1f5e23bc5cee5bdb0a89,1118,275.0
667a1f5e23bc5cee5bdb0a89,2199,105.0
667a1f5e23bc5cee5bdb0a89,2311,184.0
667a1f5e23bc5cee5bdb0a89,1409,120.0
667a1f5e23bc5cee5bdb0a89,1400,310.0
67ce1feb43ee9200186c94b3,1766,227.0
67ce1feb43ee9200186c94b3,367,289.0
67ce1feb43ee9200186c94b3,2515,176.0
67ce1feb43ee9200186c94b3,73,197.0
67ce1feb43ee9200186c94b3,2445,212.0
67ce1feb43ee9200186c94b3,127,155.0
67ce1feb43ee9200186c94b3,636,158.0
67ce1feb43ee9200186c94b3,109,157.0
67ce1feb43ee9200186c94b3,614,126.0
67ce1feb43ee9200186c94b3,774,136.0
67ce1feb43ee9200186c94b3,1900,114.0
67ce1feb43ee9200186c94b3,1235,132.0
67db2eee909560bc7b65e8b5,152,139.0
67db2eee909560bc7b65e8b5,703,130.0
67db2eee909560bc7b65e8b5,2350,169.0
67db2eee909560bc7b65e8b5,682,153.0
67db2eee909560bc7b65e8b5,2803,539.0
67db2eee909560bc7b65e8b5,426,583.0
67db2eee909560bc7b65e8b5,2120,231.0
67db2eee909560bc7b65e8b5,1721,551.0
67db2eee909560bc7b65e8b5,41,587.0
67db2eee909560bc7b65e8b5,109,197.0
67db2eee909560bc7b65e8b5,1540,147.0
67db2eee909560bc7b65e8b5,2543,162.0
67f05ce092cdcc0392692398,2009,310.0
67f05ce092cdcc0392692398,1692,532.0
67f05ce092cdcc0392692398,2704,161.0
67f05ce092cdcc0392692398,1382,154.0
67f05ce092cdcc0392692398,1416,161.0
67f05ce092cdcc0392692398,222,336.0
67f05ce092cdcc0392692398,1762,384.0
67f05ce092cdcc0392692398,502,458.0
67f05ce092cdcc0392692398,762,87.0
67f05ce092cdcc0392692398,121,236.0
67f05ce092cdcc0392692398,665,161.0
67f05ce092cdcc0392692398,1345,236.0
680d155019b77b986ff85126,1416,170.0
680d155019b77b986ff85126,522,215.0
680d155019b77b986ff85126,2849,93.0
680d155019b77b986ff85126,242,268.0
680d155019b77b986ff85126,2564,154.0
680d155019b77b986ff85126,1737,200.0
680d155019b77b986ff85126,1588,265.0
680d155019b77b986ff85126,14,193.0
680d155019b77b986ff85126,138,190.0
680d155019b77b986ff85126,547,152.0
680d155019b77b986ff85126,2176,188.0
680d155019b77b986ff85126,82,225.0
67ed70e0e3774386028e6f36,232,249.0
67ed70e0e3774386028e6f36,1238,131.0
67ed70e0e3774386028e6f36,1356,150.0
67ed70e0e3774386028e6f36,758,34.0
67ed70e0e3774386028e6f36,477,230.0
67ed70e0e3774386028e6f36,2444,424.0
67ed70e0e3774386028e6f36,1395,125.0
67ed70e0e3774386028e6f36,303,115.0
67ed70e0e3774386028e6f36,1540,235.0
67ed70e0e3774386028e6f36,2214,210.0
67ed70e0e3774386028e6f36,182,169.0
67ed70e0e3774386028e6f36,1855,250.0
67e57b29e7810bb2bd692975,1830,207.0
67e57b29e7810bb2bd692975,477,172.0
67e57b29e7810bb2bd692975,2461,170.0
67e57b29e7810bb2bd692975,608,212.0
67e57b29e7810bb2bd692975,1033,209.0
67e57b29e7810bb2bd692975,1298,178.0
67e57b29e7810bb2bd692975,985,176.0
67e57b29e7810bb2bd692975,269,166.0
67e57b29e7810bb2bd692975,1021,222.0
67e57b29e7810bb2bd692975,2413,185.0
67e57b29e7810bb2bd692975,1916,208.0
67e57b29e7810bb2bd692975,2147,203.0
67cf6a28b18bea0454bf3eba,166,60.0
67cf6a28b18bea0454bf3eba,2641,31.0
67cf6a28b18bea0454bf3eba,1874,33.0
67cf6a28b18bea0454bf3eba,221,40.0
67cf6a28b18bea0454bf3eba,1903,24.0
67cf6a28b18bea0454bf3eba,1916,54.0
67cf6a28b18bea0454bf3eba,1630,69.0
67cf6a28b18bea0454bf3eba,2448,52.0
67cf6a28b18bea0454bf3eba,2604,25.0
67cf6a28b18bea0454bf3eba,1754,60.0
67cf6a28b18bea0454bf3eba,1883,38.0
67cf6a28b18bea0454bf3eba,2849,38.0
67e2e764714c5f5bf40b8697,1542,158.0
67e2e764714c5f5bf40b8697,2711,163.0
67e2e764714c5f5bf40b8697,2413,247.0
67e2e764714c5f5bf40b8697,1335,120.0
67e2e764714c5f5bf40b8697,797,114.0
67e2e764714c5f5bf40b8697,1186,166.0
67e2e764714c5f5bf40b8697,2102,237.0
67e2e764714c5f5bf40b8697,195,133.0
67e2e764714c5f5bf40b8697,2788,165.0
67e2e764714c5f5bf40b8697,560,161.0
67e2e764714c5f5bf40b8697,2461,214.0
67e2e764714c5f5bf40b8697,1900,126.0
67d72937538a1727e5be0404,1186,181.0
67d72937538a1727e5be0404,172,145.0
67d72937538a1727e5be0404,491,250.0
67d72937538a1727e5be0404,694,175.0
67d72937538a1727e5be0404,2604,180.0
67d72937538a1727e5be0404,1385,160.0
67d72937538a1727e5be0404,2372,160.0
67d72937538a1727e5be0404,1995,190.0
67d72937538a1727e5be0404,82,185.0
67d72937538a1727e5be0404,1266,200.0
67d72937538a1727e5be0404,1754,191.0
67d72937538a1727e5be0404,1594,180.0
67ebed689af1d70041b39387,1614,340.0
67ebed689af1d70041b39387,2242,244.0
67ebed689af1d70041b39387,2681,163.0
67ebed689af1d70041b39387,1495,295.0
67ebed689af1d70041b39387,2808,324.0
67ebed689af1d70041b39387,2226,277.0
67ebed689af1d70041b39387,528,373.0
67ebed689af1d70041b39387,1010,290.0
67ebed689af1d70041b39387,502,495.0
67ebed689af1d70041b39387,1238,276.0
67ebed689af1d70041b39387,1874,240.0
67ebed689af1d70041b39387,1145,251.0
67e0a38c966b7fa2515fde66,1235,161.0
67e0a38c966b7fa2515fde66,550,189.0
67e0a38c966b7fa2515fde66,2011,224.0
67e0a38c966b7fa2515fde66,2180,209.0
67e0a38c966b7fa2515fde66,1526,202.0
67e0a38c966b7fa2515fde66,1593,197.0
67e0a38c966b7fa2515fde66,1662,193.0
67e0a38c966b7fa2515fde66,347,204.0
67e0a38c966b7fa2515fde66,1247,194.0
67e0a38c966b7fa2515fde66,453,205.0
67e0a38c966b7fa2515fde66,1837,246.0
67e0a38c966b7fa2515fde66,578,237.0
60fd55f559e7795b518f7438,726,508.0
60fd55f559e7795b518f7438,922,367.0
60fd55f559e7795b518f7438,556,325.0
60fd55f559e7795b518f7438,232,488.0
60fd55f559e7795b518f7438,935,390.0
60fd55f559e7795b518f7438,196,588.0
60fd55f559e7795b518f7438,1238,608.0
60fd55f559e7795b518f7438,589,499.0
60fd55f559e7795b518f7438,1148,277.0
60fd55f559e7795b518f7438,1809,211.0
60fd55f559e7795b518f7438,2596,381.0
60fd55f559e7795b518f7438,2018,428.0
6702d33497f4358053bbc7be,2444,191.0
6702d33497f4358053bbc7be,1947,160.0
6702d33497f4358053bbc7be,2161,186.0
6702d33497f4358053bbc7be,813,160.0
6702d33497f4358053bbc7be,1995,160.0
6702d33497f4358053bbc7be,1777,198.0
6702d33497f4358053bbc7be,1760,223.0
6702d33497f4358053bbc7be,587,193.0
6702d33497f4358053bbc7be,1012,195.0
6702d33497f4358053bbc7be,2639,192.0
6702d33497f4358053bbc7be,2298,183.0
6702d33497f4358053bbc7be,1906,205.0
67d01ea6cc32d2475121a0bd,1958,200.0
67d01ea6cc32d2475121a0bd,1416,100.0
67d01ea6cc32d2475121a0bd,775,115.0
67d01ea6cc32d2475121a0bd,651,250.0
67d01ea6cc32d2475121a0bd,2197,180.0
67d01ea6cc32d2475121a0bd,959,400.0
67d01ea6cc32d2475121a0bd,2838,180.0
67d01ea6cc32d2475121a0bd,896,190.0
67d01ea6cc32d2475121a0bd,2176,180.0
67d01ea6cc32d2475121a0bd,2434,350.0
67d01ea6cc32d2475121a0bd,2396,550.0
67d01ea6cc32d2475121a0bd,2707,200.0
67cc685deb5f04f1fa1ed641,896,180.0
67cc685deb5f04f1fa1ed641,2552,156.0
67cc685deb5f04f1fa1ed641,548,165.0
67cc685deb5f04f1fa1ed641,2170,170.0
67cc685deb5f04f1fa1ed641,1767,260.0
67cc685deb5f04f1fa1ed641,1418,160.0
67cc685deb5f04f1fa1ed641,910,290.0
67cc685deb5f04f1fa1ed641,840,185.0
67cc685deb5f04f1fa1ed641,2127,140.0
67cc685deb5f04f1fa1ed641,2709,175.0
67cc685deb5f04f1fa1ed641,2039,130.0
67cc685deb5f04f1fa1ed641,217,210.0
673638b56bb65715b44b147f,2641,170.0
673638b56bb65715b44b147f,2639,285.0
673638b56bb65715b44b147f,1594,150.0
673638b56bb65715b44b147f,1234,185.0
673638b56bb65715b44b147f,352,180.0
673638b56bb65715b44b147f,2555,189.0
673638b56bb65715b44b147f,2017,755.0
673638b56bb65715b44b147f,1354,191.0
673638b56bb65715b44b147f,200,202.0
673638b56bb65715b44b147f,1942,157.0
673638b56bb65715b44b147f,2039,169.0
673638b56bb65715b44b147f,2669,120.0
63251e479509813fab713ad2,1827,140.0
63251e479509813fab713ad2,2140,150.0
63251e479509813fab713ad2,196,227.0
63251e479509813fab713ad2,2381,256.0
